Cefoperazone	Clindamycin	Streptomycin	ko	gene	pathway
0.307692307692308	0.230769230769231	0.461538461538462	K03800	lipoate-protein_ligase_(EC:2.7.7.63)	Lipoic_acid_metabolism;Metabolism;Metabolism_of_cofactors_and_vitamins|Metabolic_pathways;Metabolism;Global_and_overview_maps
0.4	0.3	0.3	K00991	ispD;_2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase_(EC:2.7.7.60)	Terpenoid_backbone_biosynthesis;Metabolism;Metabolism_of_terpenoids_and_polyketides|Metabolic_pathways;Metabolism;Global_and_overview_maps|Biosynthesis_of_secondary_metabolites;Metabolism;Global_and_overview_maps
0.4375	0.3125	0.25	K01770	ispF;_2-C-methyl-D-erythritol_2,4-cyclo_diphosphate_synthase_(EC:4.6.1.12)	Terpenoid_backbone_biosynthesis;Metabolism;Metabolism_of_terpenoids_and_polyketides|Metabolic_pathways;Metabolism;Global_and_overview_maps|Biosynthesis_of_secondary_metabolites;Metabolism;Global_and_overview_maps
0.514705882352941	0.220588235294118	0.264705882352941	K01881	proS;_prolyl-tRNA_ligase_(EC:6.1.1.15)	Aminoacyl-tRNA_biosynthesis;Genetic_Information_Processing;Translation
0.378787878787879	0.245454545454545	0.375757575757576	K01881	proS;_prolyl-tRNA_ligase_(EC:6.1.1.15)	Aminoacyl-tRNA_biosynthesis;Genetic_Information_Processing;Translation
0.517857142857143	0.285714285714286	0.196428571428571	K09698	gltX;_glutamyl-tRNA_ligase_(EC:6.1.1.17)	Aminoacyl-tRNA_biosynthesis;Genetic_Information_Processing;Translation|Metabolic_pathways;Metabolism;Global_and_overview_maps
0.263157894736842	0.263157894736842	0.473684210526316	none	hypothetical_protein	none
0.267045454545455	0.244318181818182	0.488636363636364	none	cysS;_cysteinyl-tRNA_synthetase_(Cysteine--tRNA_ligase)_(CysRS)_(EC:6.1.1.16)	none
0.278761061946903	0.247787610619469	0.473451327433628	K11145	mrnC;_ribonuclease_III_(EC:3.1.26.3)	none
0.473684210526316	0.228070175438596	0.298245614035088	K03465	thyX;_FAD-dependent_thymidylate_synthase_(EC:2.1.1.148)	Pyrimidine_metabolism;Metabolism;Nucleotide_metabolism|One_carbon_pool_by_folate;Metabolism;Metabolism_of_cofactors_and_vitamins
0.444444444444444	0.253968253968254	0.301587301587302	K03218	tRNA/rRNA_methyltransferase,_TrmH_family,_group3_(EC:2.1.1.-)	none
0.476190476190476	0.222222222222222	0.301587301587302	K06962	ribonuclease	none
0.215116279069767	0.191860465116279	0.593023255813954	K03091	sigH;_RNA_polymerase_factor_sigma-70_(EC:2.7.7.6)	none
0.424364123159304	0.310575635876841	0.265060240963855	K02358	tuf1;_elongation_factor_Tu	none
0.475609756097561	0.335365853658537	0.189024390243902	K02913	rpmG;_50S_ribosomal_protein_L33	Ribosome;Genetic_Information_Processing;Translation
0.528619528619529	0.2996632996633	0.171717171717172	K03073	secE;_preprotein_translocase_subunit_SecE	Protein_export;Genetic_Information_Processing;Folding,_sorting_and_degradation|Bacterial_secretion_system;Environmental_Information_Processing;Membrane_transport
0.536057692307692	0.290865384615385	0.173076923076923	K02601	nusG;_transcription_antitermination_protein	none
0.5	0.306603773584906	0.193396226415094	K02867	rplK;_50S_ribosomal_protein_L11	Ribosome;Genetic_Information_Processing;Translation
0.5	0.312101910828025	0.187898089171975	K02863	rplA;_50S_ribosomal_protein_L1	Ribosome;Genetic_Information_Processing;Translation
0.512362637362637	0.302197802197802	0.18543956043956	K02864	rplJ;_50S_ribosomal_protein_L10	Ribosome;Genetic_Information_Processing;Translation
0.48955223880597	0.291044776119403	0.219402985074627	K02935	rplL;_50S_ribosomal_protein_L7/L12	Ribosome;Genetic_Information_Processing;Translation
0.294117647058824	0.431372549019608	0.274509803921569	none	NADP-dependent_dehydrogenase_(EC:1.1.1.-)	none
0.456140350877193	0.354385964912281	0.189473684210526	K03043	rpoB;_DNA-directed_RNA_polymerase_subunit_beta_(EC:2.7.7.6)	Purine_metabolism;Metabolism;Nucleotide_metabolism|Pyrimidine_metabolism;Metabolism;Nucleotide_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|RNA_polymerase;Genetic_Information_Processing;Transcription
0.46027397260274	0.326027397260274	0.213698630136986	K03046	rpoC;_DNA-directed_RNA_polymerase_subunit_beta'_(EC:2.7.7.6)	Purine_metabolism;Metabolism;Nucleotide_metabolism|Pyrimidine_metabolism;Metabolism;Nucleotide_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|RNA_polymerase;Genetic_Information_Processing;Transcription
0.49375	0.35625	0.15	K02950	rpsL;_30S_ribosomal_protein_S12	Ribosome;Genetic_Information_Processing;Translation
0.501683501683502	0.345117845117845	0.153198653198653	K02992	rpsG;_30S_ribosomal_protein_S7	Ribosome;Genetic_Information_Processing;Translation
0.503113325031133	0.339975093399751	0.156911581569116	K02355	fusA;_elongation_factor_G	none
0.422872340425532	0.311170212765957	0.265957446808511	K02358	tuf;_elongation_factor_Tu	none
0.510344827586207	0.370114942528736	0.119540229885057	K02946	rpsJ;_30S_ribosomal_protein_S10	Ribosome;Genetic_Information_Processing;Translation
0.51963746223565	0.359516616314199	0.120845921450151	K02906	rplC;_50S_ribosomal_protein_L3	Ribosome;Genetic_Information_Processing;Translation
0.542314335060449	0.333333333333333	0.124352331606218	none	rplD;_50S_ribosomal_protein_L4	none
0.533185840707965	0.331858407079646	0.134955752212389	K02892	rplW;_50S_ribosomal_protein_L23	Ribosome;Genetic_Information_Processing;Translation
0.523809523809524	0.340136054421769	0.136054421768707	K02886	rplB;_50S_ribosomal_protein_L2	Ribosome;Genetic_Information_Processing;Translation
0.520576131687243	0.345679012345679	0.133744855967078	K02965	rpsS;_30S_ribosomal_protein_S19	Ribosome;Genetic_Information_Processing;Translation
0.538653366583541	0.326683291770574	0.134663341645885	K02890	rplV;_50S_ribosomal_protein_L22	Ribosome;Genetic_Information_Processing;Translation
0.54089219330855	0.317843866171004	0.141263940520446	K02982	rpsC;_30S_ribosomal_protein_S3	Ribosome;Genetic_Information_Processing;Translation
0.548628428927681	0.304239401496259	0.14713216957606	K02878	rplP;_50S_ribosomal_protein_L16	Ribosome;Genetic_Information_Processing;Translation
0.52	0.334285714285714	0.145714285714286	K02904	rpmC;_50S_ribosomal_protein_L29	Ribosome;Genetic_Information_Processing;Translation
0.563421828908555	0.300884955752212	0.135693215339233	K02961	rpsQ;_30S_ribosomal_protein_S17	Ribosome;Genetic_Information_Processing;Translation
0.541019955654102	0.301552106430155	0.157427937915743	K02874	rplN;_50S_ribosomal_protein_L14	Ribosome;Genetic_Information_Processing;Translation
0.539759036144578	0.303614457831325	0.156626506024096	none	rplX;_50S_ribosomal_protein_L24	none
0.538899430740038	0.303605313092979	0.157495256166983	K02931	rplE;_50S_ribosomal_protein_L5	Ribosome;Genetic_Information_Processing;Translation
0.516746411483254	0.311004784688995	0.172248803827751	K02954	rpsZ;_30S_ribosomal_protein_S14	Ribosome;Genetic_Information_Processing;Translation
0.526205450733753	0.312368972746331	0.161425576519916	K02994	rpsH;_30S_ribosomal_protein_S8	Ribosome;Genetic_Information_Processing;Translation
0.540275049115914	0.296660117878193	0.163064833005894	K02933	rplF;_50S_ribosomal_protein_L6	Ribosome;Genetic_Information_Processing;Translation
0.534930139720559	0.29940119760479	0.165668662674651	K02881	rplR;_50S_ribosomal_protein_L18	Ribosome;Genetic_Information_Processing;Translation
0.533333333333333	0.304444444444444	0.162222222222222	K02988	rpsE;_30S_ribosomal_protein_S5	Ribosome;Genetic_Information_Processing;Translation
0.51685393258427	0.311797752808989	0.171348314606742	K02907	rpmD;_50S_ribosomal_protein_L30	Ribosome;Genetic_Information_Processing;Translation
0.508050089445438	0.318425760286225	0.173524150268336	K02876	rplO;_50S_ribosomal_protein_L15	Ribosome;Genetic_Information_Processing;Translation
0.528195488721805	0.287593984962406	0.184210526315789	K03076	prlA;_preprotein_translocase_subunit_SecY	Protein_export;Genetic_Information_Processing;Folding,_sorting_and_degradation|Bacterial_secretion_system;Environmental_Information_Processing;Membrane_transport
0.523026315789474	0.287828947368421	0.189144736842105	K00939	adk;_adenylate_kinase_(EC:2.7.4.3)	Purine_metabolism;Metabolism;Nucleotide_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|Biosynthesis_of_secondary_metabolites;Metabolism;Global_and_overview_maps
0.537162162162162	0.280405405405405	0.182432432432432	K01265	map1;_methionine_aminopeptidase_Map1_(MAP)_(Peptidase_M)_(EC:3.4.11.18)	none
0.529880478087649	0.294820717131474	0.175298804780877	none	ribosomal_protein_L14E/L6E/L27E-like	none
0.50390625	0.296875	0.19921875	K02518	infA;_translation_initiation_factor_IF-1	none
0.508196721311475	0.306010928961749	0.185792349726776	K02919	rpmJ;_50S_ribosomal_protein_L36	Ribosome;Genetic_Information_Processing;Translation
0.519181585677749	0.301790281329923	0.179028132992327	K02952	rpsM;_30S_ribosomal_protein_S13	Ribosome;Genetic_Information_Processing;Translation
0.517647058823529	0.284313725490196	0.198039215686275	K02948	rpsK;_30S_ribosomal_protein_S11	Ribosome;Genetic_Information_Processing;Translation
0.504854368932039	0.29126213592233	0.203883495145631	K02986	rpsD;_30S_ribosomal_protein_S4	Ribosome;Genetic_Information_Processing;Translation
0.503556187766714	0.287339971550498	0.209103840682788	K03040	rpoA;_DNA-directed_RNA_polymerase_subunit_alpha_(EC:2.7.7.6)	Purine_metabolism;Metabolism;Nucleotide_metabolism|Pyrimidine_metabolism;Metabolism;Nucleotide_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|RNA_polymerase;Genetic_Information_Processing;Transcription
0.523191094619666	0.269016697588126	0.207792207792208	K02879	rplQ;_50S_ribosomal_protein_L17	Ribosome;Genetic_Information_Processing;Translation
0.387755102040816	0.346938775510204	0.26530612244898	K16786	cbiO1;_ABC_transporter_cobalt-specific_ATP-binding_protein_(EC:3.6.3.-)	ABC_transporters;Environmental_Information_Processing;Membrane_transport
0.416666666666667	0.333333333333333	0.25	K16787	cbiO2;_cobalt_transporter_ATP-binding_subunit_(EC:3.6.3.-)	ABC_transporters;Environmental_Information_Processing;Membrane_transport
0.5	0.291666666666667	0.208333333333333	K16785	cbiQ;_ABC_transporter_cobalt-specific_permease	ABC_transporters;Environmental_Information_Processing;Membrane_transport
0.5	0.325	0.175	K06173	truA1;_transfer_RNA_pseudouridine_synthase_A_1_(EC:5.4.99.12)	none
0.502325581395349	0.346511627906977	0.151162790697674	K02871	rplM;_50S_ribosomal_protein_L13	Ribosome;Genetic_Information_Processing;Translation
0.511677282377919	0.320594479830149	0.167728237791932	K02996	rpsI;_30S_ribosomal_protein_S9	Ribosome;Genetic_Information_Processing;Translation
0.105263157894737	0.447368421052632	0.447368421052632	K01448	cwlD;_Germination-specific_N-acetylmuramoyl-L-alanine_amidase,_Autolysin_(EC:3.5.1.28)	none
0.569620253164557	0.265822784810127	0.164556962025316	K00812	aspC;_Aspartate_aminotransferase_(EC:2.6.1.1)	Alanine,_aspartate_and_glutamate_metabolism;Metabolism;Amino_acid_metabolism|Cysteine_and_methionine_metabolism;Metabolism;Amino_acid_metabolism|Arginine_and_proline_metabolism;Metabolism;Amino_acid_metabolism|Tyrosine_metabolism;Metabolism;Amino_acid_metabolism|Phenylalanine_metabolism;Metabolism;Amino_acid_metabolism|Phenylalanine,_tyrosine_and_tryptophan_biosynthesis;Metabolism;Amino_acid_metabolism|Novobiocin_biosynthesis;Metabolism;Biosynthesis_of_other_secondary_metabolites|Metabolic_pathways;Metabolism;Global_and_overview_maps|Biosynthesis_of_secondary_metabolites;Metabolism;Global_and_overview_maps|Microbial_metabolism_in_diverse_environments;Metabolism;Global_and_overview_maps|2-Oxocarboxylic_acid_metabolism;Metabolism;Global_and_overview_maps|Biosynthesis_of_amino_acids;Metabolism;Global_and_overview_maps
0.420118343195266	0.289940828402367	0.289940828402367	K00527	nrdD;_anaerobic_ribonucleoside_triphosphate_reductase_(EC:1.17.4.2)	Purine_metabolism;Metabolism;Nucleotide_metabolism|Pyrimidine_metabolism;Metabolism;Nucleotide_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps
0.429530201342282	0.281879194630872	0.288590604026846	K04068	nrdG;_anaerobic_ribonucleoside-triphosphate_reductase-activating_protein_(EC:1.97.1.4)	none
0.37037037037037	0.259259259259259	0.37037037037037	none	hypothetical_protein	none
0.390243902439024	0.292682926829268	0.317073170731707	none	hypothetical_protein	none
0.105726872246696	0.400881057268722	0.493392070484582	K00634	ptb;_phosphate_butyryltransferase_(EC:2.3.1.19)	Butanoate_metabolism;Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps
0.136363636363636	0.409090909090909	0.454545454545455	K00929	buk;_butyrate_kinase_(EC:2.7.2.7)	Butanoate_metabolism;Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps
0.152046783625731	0.429824561403509	0.41812865497076	none	hypothetical_protein	none
0.154897494305239	0.416856492027335	0.428246013667426	K00176	4Fe-4S_ferredoxin,_iron-sulfur_binding_domain-containing_protein_subunit_delta	Citrate_cycle_(TCA_cycle);Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|Microbial_metabolism_in_diverse_environments;Metabolism;Global_and_overview_maps|Carbon_metabolism;Metabolism;Global_and_overview_maps
0.150646950092421	0.420517560073937	0.428835489833641	K00174	2-ketoisovalerate_ferredoxin_reductase_(EC:1.2.7.-)	Citrate_cycle_(TCA_cycle);Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|Microbial_metabolism_in_diverse_environments;Metabolism;Global_and_overview_maps|Carbon_metabolism;Metabolism;Global_and_overview_maps
0.151020408163265	0.433673469387755	0.41530612244898	K00175	ferredoxin/flavodoxin_oxidoreductase_subunit_beta_(EC:1.2.7.-)	Citrate_cycle_(TCA_cycle);Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|Microbial_metabolism_in_diverse_environments;Metabolism;Global_and_overview_maps|Carbon_metabolism;Metabolism;Global_and_overview_maps
0.151390319258496	0.431513903192585	0.417095777548919	K00177	ferredoxin/flavodoxin_oxidoreductase_subunit_gamma_(EC:1.2.7.-)	Citrate_cycle_(TCA_cycle);Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|Microbial_metabolism_in_diverse_environments;Metabolism;Global_and_overview_maps|Carbon_metabolism;Metabolism;Global_and_overview_maps
0.450381679389313	0.366412213740458	0.183206106870229	none	glmM;_phosphoglucosamine_mutase_(EC:5.4.2.10)	none
0.458762886597938	0.391752577319588	0.149484536082474	K00820	glmS;_glucosamine--fructose-6-phosphate_aminotransferase_(EC:2.6.1.16)	Alanine,_aspartate_and_glutamate_metabolism;Metabolism;Amino_acid_metabolism|Amino_sugar_and_nucleotide_sugar_metabolism;Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|Biosynthesis_of_secondary_metabolites;Metabolism;Global_and_overview_maps
0.4375	0.3125	0.25	K01011	thiosulfate_sulfurtransferase_(EC:2.8.1.1)	Cysteine_and_methionine_metabolism;Metabolism;Amino_acid_metabolism|Sulfur_metabolism;Metabolism;Energy_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|Microbial_metabolism_in_diverse_environments;Metabolism;Global_and_overview_maps|Sulfur_relay_system;Genetic_Information_Processing;Folding,_sorting_and_degradation
0.363636363636364	0.363636363636364	0.272727272727273	none	hypothetical_protein	none
0.233766233766234	0.506493506493506	0.25974025974026	K00790	murA;_UDP-N-acetylglucosamine_1-carboxyvinyltransferase_(EC:2.5.1.7)	Amino_sugar_and_nucleotide_sugar_metabolism;Metabolism;Carbohydrate_metabolism|Peptidoglycan_biosynthesis;Metabolism;Glycan_biosynthesis_and_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps
0.297872340425532	0.425531914893617	0.276595744680851	K06381	spoIIC;_stage_II_sporulation_protein_D	none
0.114285714285714	0.4	0.485714285714286	none	cell_wall_endopeptidase	none
0	0.51063829787234	0.48936170212766	K06283	spoIIID;_stage_III_sporulation_protein_D	none
0.35	0.316666666666667	0.333333333333333	K03569	mreB1;_rod_shape-determining_protein_Mbl	none
0.371794871794872	0.294871794871795	0.333333333333333	K02372	fabZ;_(3R)-hydroxymyristoyl-ACP_dehydratase_(EC:4.2.1.-)	Fatty_acid_biosynthesis;Metabolism;Lipid_metabolism|Biotin_metabolism;Metabolism;Metabolism_of_cofactors_and_vitamins|Metabolic_pathways;Metabolism;Global_and_overview_maps|Fatty_acid_metabolism;Metabolism;Global_and_overview_maps
0.0161290322580645	0.645161290322581	0.338709677419355	none	hypothetical_protein	none
0.394495412844037	0.311926605504587	0.293577981651376	K00789	metK;_S-adenosylmethionine_synthetase_(EC:2.5.1.6)	Cysteine_and_methionine_metabolism;Metabolism;Amino_acid_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|Biosynthesis_of_secondary_metabolites;Metabolism;Global_and_overview_maps|Biosynthesis_of_amino_acids;Metabolism;Global_and_overview_maps
0	0.425925925925926	0.574074074074074	none	membrane_protein	none
0.3	0.4	0.3	K03581	DNA_helicase,_RecD/TraA_type	Homologous_recombination;Genetic_Information_Processing;Replication_and_repair
0.444444444444444	0.333333333333333	0.222222222222222	K02242	phosphoribosyl_transferase	none
0.4	0.2	0.4	K02759	PTS_system_lactose/cellobiose-family_transporter_subunit_IIA	Phosphotransferase_system_(PTS);Environmental_Information_Processing;Membrane_transport
0.282051282051282	0.230769230769231	0.487179487179487	K02760	PTS_system_lactose/cellobiose-family_transporter_subunit_IIB	Phosphotransferase_system_(PTS);Environmental_Information_Processing;Membrane_transport
0.336842105263158	0.210526315789474	0.452631578947368	K02761	PTS_system_lactose/cellobiose-family_transporter_subunit_IIC	Phosphotransferase_system_(PTS);Environmental_Information_Processing;Membrane_transport
0.361702127659574	0.212765957446809	0.425531914893617	none	hypothetical_protein	none
0.377777777777778	0.22962962962963	0.392592592592593	K01444	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase_(EC:3.5.1.26)	none
0.521739130434783	0.217391304347826	0.260869565217391	none	peptidase	none
0.571428571428571	0.178571428571429	0.25	K06201	cutC;_copper_homeostasis_protein	none
0.283	0.15	0.567	none	RNA-binding_protein	none
0.420168067226891	0.294117647058824	0.285714285714286	K03070	secA1;_protein_translocase_subunit_SecA1	Protein_export;Genetic_Information_Processing;Folding,_sorting_and_degradation|Bacterial_secretion_system;Environmental_Information_Processing;Membrane_transport
0.423076923076923	0.307692307692308	0.269230769230769	K02836	prfB;_peptide_chain_release_factor_2_(RF-2)	none
0.545454545454545	0.272727272727273	0.181818181818182	none	S1_RNA-binding_domain-containing_protein	none
0.516129032258065	0.258064516129032	0.225806451612903	none	hydrolase	none
0.626262626262626	0.151515151515152	0.222222222222222	none	transporter	none
0.0681818181818182	0.159090909090909	0.772727272727273	none	hypothetical_protein	none
0.191489361702128	0.234042553191489	0.574468085106383	K06925	P-loop_ATPases	none
0.204081632653061	0.26530612244898	0.530612244897959	none	peptidase,_M22_family	none
0.207547169811321	0.283018867924528	0.509433962264151	K03789	rimI;_alanine_acetyltransferase,_ribosomal_family_(EC:2.3.1.128)	none
0.242857142857143	0.285714285714286	0.471428571428571	K01409	gcp;_UGMP_family_protein_(EC:3.4.24.57)	none
0.275862068965517	0.586206896551724	0.137931034482759	none	4-hydroxyphenylacetate_decarboxylase,catalytic_subunit_HpdB	none
0.24	0.6	0.16	none	4-hydroxyphenylacetate_decarboxylase,regulatory_subunit_HpdC	none
0.222222222222222	0.611111111111111	0.166666666666667	K04069	4-hydroxyphenylacetate_decarboxylase,activating_subunit_HpdA;_putative_glycyl-radical_activating_family_protein	none
0.304347826086957	0.434782608695652	0.260869565217391	K07052	membrane_protein	none
0.227272727272727	0.272727272727273	0.5	none	pseudogene	none
0.333333333333333	0.388888888888889	0.277777777777778	none	hypothetical_protein	none
0.307692307692308	0.307692307692308	0.384615384615385	none	two-component_response_regulator	none
0.0952380952380952	0.380952380952381	0.523809523809524	none	ABC_transporter_multidrug-family_ATP-binding_protein	none
0.108496732026144	0.402614379084967	0.488888888888889	K06871	radical_SAM-family_protein	none
0.118266978922717	0.412177985948478	0.469555035128806	none	hypothetical_protein	none
0.126050420168067	0.426470588235294	0.447478991596639	none	hypothetical_protein	none
0.116058394160584	0.458394160583942	0.425547445255474	none	hypothetical_protein	none
0.127450980392157	0.340686274509804	0.531862745098039	none	membrane_protein	none
